1744,389,standart,2021-02-22
1386,364,standart,2020-08-02
1514,713,platinum,2020-09-11
1687,674,platinum,2020-03-15
1483,415,platinum,2020-08-18
1510,472,standart,2021-07-28
1210,240,gold,2020-07-20
1527,721,platinum,2020-02-11
1042,948,gold,2020-05-31
1971,321,standart,2020-02-23
1699,312,gold,2020-01-18
1322,644,gold,2021-06-01
1777,825,gold,2021-06-11
1557,488,standart,2021-08-05
1065,43,standart,2021-09-04
1673,156,standart,2021-06-15
1544,174,gold,2020-08-05
1525,804,standart,2021-03-02
1531,43,standart,2021-05-17
1612,334,platinum,2020-01-26
1731,604,standart,2020-03-03
1188,261,gold,2021-06-16
1329,61,standart,2020-02-20
1396,592,standart,2020-01-22
1580,872,standart,2020-12-26
1060,540,gold,2021-03-26
1193,235,standart,2020-02-15
1114,440,platinum,2020-11-27
1732,599,standart,2021-11-05
1001,29,platinum,2021-03-15
1578,871,platinum,2021-10-29
1009,57,platinum,2021-07-15
1911,719,standart,2020-03-10
1226,148,standart,2020-03-14
1993,763,standart,2020-05-14
1691,859,standart,2021-01-11
1698,793,standart,2020-09-24
1863,562,gold,2020-02-28
1186,851,gold,2021-02-06
1318,608,standart,2021-11-25
1818,406,gold,2020-05-27
1496,47,platinum,2020-04-12
1040,112,platinum,2021-09-10
1051,746,platinum,2021-11-08
1033,293,platinum,2021-03-09
1374,949,standart,2020-08-08
1190,500,standart,2020-10-27
1885,247,gold,2021-01-30
1214,721,gold,2021-10-20
1603,895,standart,2020-07-04
1946,279,platinum,2021-10-25
1497,801,gold,2021-03-08
1969,440,platinum,2020-12-17
1653,969,gold,2021-06-12
1402,504,platinum,2020-01-18
1024,396,standart,2020-06-25
1936,498,gold,2021-11-18
1830,76,platinum,2020-09-04
1762,167,platinum,2021-11-30
1081,140,gold,2021-09-01
1232,827,gold,2021-09-20
1183,364,platinum,2021-04-05
1376,889,standart,2021-03-20
1059,688,gold,2021-04-07
1152,692,gold,2021-11-01
1868,446,platinum,2021-09-15
1465,768,platinum,2021-07-11
1211,43,gold,2020-08-15
1264,799,standart,2020-12-19
1205,491,standart,2021-05-12
1468,656,gold,2020-03-05
1823,523,standart,2021-09-16
1870,410,platinum,2020-03-26
1560,221,platinum,2020-06-22
1382,632,gold,2020-08-15
1533,118,platinum,2021-01-18
1521,965,platinum,2020-12-06
1561,281,gold,2021-11-22
1871,518,platinum,2020-02-19
1453,70,standart,2021-09-23
1092,509,platinum,2020-03-26
1250,27,gold,2021-06-24
1570,674,platinum,2020-03-22
1256,184,gold,2021-03-29
1692,201,standart,2020-01-31
1759,304,gold,2020-12-21
1039,491,gold,2020-06-30
1293,698,platinum,2021-07-31
1574,151,gold,2020-01-25
1893,798,platinum,2021-11-02
1164,786,standart,2020-03-23
1602,533,gold,2021-10-25
1036,633,standart,2020-06-23
1464,111,standart,2020-04-19
1605,12,platinum,2020-08-01
1345,441,gold,2021-01-27
1430,417,platinum,2021-07-12
1173,43,standart,2021-02-20
1769,905,gold,2020-07-04
1528,269,standart,2021-08-01
1825,319,platinum,2021-07-16
1153,315,standart,2020-08-02
1187,531,gold,2021-06-08
1921,769,standart,2020-02-14
1984,402,platinum,2020-08-31
1369,231,standart,2021-08-30
1508,16,standart,2021-04-09
1071,993,platinum,2020-04-15
1377,485,platinum,2020-08-23
1520,620,standart,2020-08-20
1398,945,gold,2021-06-04
1611,686,gold,2021-10-14
1261,200,gold,2021-07-23
1736,837,standart,2021-07-21
1157,922,platinum,2020-04-18
1178,195,standart,2021-02-23
1317,7,standart,2020-04-29
1477,240,platinum,2020-08-11
1833,264,platinum,2020-12-10
1014,128,gold,2020-07-14
1806,712,gold,2021-02-28
1168,465,standart,2021-09-07
1184,841,gold,2020-11-05
1325,877,standart,2021-09-15
1296,935,gold,2020-03-27
1079,287,standart,2020-04-22
1031,331,standart,2020-10-07
1661,517,standart,2021-06-01
1240,88,platinum,2020-08-02
1004,355,gold,2020-04-23
1503,659,standart,2021-01-23
1084,552,gold,2021-06-02
1331,153,standart,2021-01-29
1368,516,gold,2021-07-29
1873,858,gold,2021-12-08
1498,536,platinum,2020-09-11
1202,651,gold,2021-08-19
1733,679,platinum,2020-10-26
1651,592,gold,2021-07-23
1838,648,standart,2021-05-25
1199,489,gold,2020-11-12
1500,840,platinum,2020-06-24
1804,746,platinum,2021-11-27
1123,240,standart,2020-09-01
1472,825,gold,2020-05-28
1855,942,gold,2021-04-19
1862,590,gold,2021-05-03
1299,622,platinum,2020-02-05
1515,381,platinum,2020-01-23
1988,871,gold,2020-07-08
1012,862,gold,2020-02-04
1327,807,gold,2020-01-02
1224,829,platinum,2021-05-18
1315,878,platinum,2020-11-13
1802,568,platinum,2020-07-09
1424,383,platinum,2020-12-10
1625,390,standart,2020-11-25
1061,465,standart,2020-03-11
1236,606,platinum,2021-12-20
1222,107,gold,2021-11-07
1774,827,standart,2021-03-22
1026,83,gold,2020-10-03
1981,964,standart,2021-08-17
1455,932,standart,2021-01-23
1882,303,standart,2020-12-05
1206,42,standart,2021-09-24
1756,187,standart,2020-11-28
1564,743,platinum,2020-07-08
1128,857,platinum,2021-01-25
1903,556,gold,2021-09-13
1566,704,standart,2020-01-28
1522,873,gold,2021-03-22
1077,828,platinum,2021-04-15
1390,721,platinum,2021-10-18
1397,84,standart,2021-03-15
1601,378,platinum,2020-12-31
1112,236,gold,2021-07-30
1082,995,standart,2021-05-06
1548,868,platinum,2021-06-28
1319,874,gold,2020-05-20
1589,711,platinum,2020-08-22
1878,676,gold,2021-03-29
1499,475,gold,2021-03-28
1702,875,platinum,2021-04-24
1242,337,standart,2021-12-18
1011,861,standart,2021-10-02
1775,457,gold,2020-08-15
1278,551,gold,2021-11-09
1962,255,standart,2020-07-18
1488,815,platinum,2021-01-05
1136,160,platinum,2021-02-23
1144,201,gold,2020-11-27
1923,511,platinum,2020-08-21
1861,316,gold,2021-01-31
1204,629,gold,2020-08-30
1050,775,standart,2020-10-11
1565,47,standart,2021-01-24
1454,544,standart,2020-10-22
1912,890,gold,2021-08-06
1021,468,standart,2021-03-15
1785,278,platinum,2021-12-02
1223,570,platinum,2020-04-16
1957,766,standart,2020-12-28
1306,95,standart,2020-09-09
1417,610,platinum,2020-01-16
1874,990,standart,2020-09-19
1553,402,standart,2020-02-24
1088,541,platinum,2021-09-30
1048,496,platinum,2020-03-03
1952,632,standart,2020-01-02
1889,257,gold,2021-09-23
1387,613,gold,2020-03-29
1617,549,platinum,2021-03-07
1418,946,standart,2020-04-27
1928,897,gold,2020-09-08
1461,532,standart,2021-02-03
1383,80,standart,2021-01-08
1294,61,standart,2020-10-24
1507,617,gold,2021-05-02
1427,325,standart,2021-01-08
1642,357,platinum,2020-02-24
1399,809,standart,2020-04-26
1944,44,gold,2020-03-06
1052,683,platinum,2020-05-25
1951,104,gold,2020-03-05
1177,382,platinum,2021-10-04
1493,517,platinum,2021-12-15
1723,344,standart,2020-03-07
1942,453,standart,2021-11-26
1710,371,platinum,2021-07-13
1975,381,platinum,2020-09-01
1967,948,standart,2021-07-29
1712,163,gold,2021-09-16
1027,187,standart,2021-05-20
1586,924,platinum,2020-07-31
1638,715,platinum,2020-03-13
1132,15,gold,2021-07-18
1973,466,gold,2020-01-20
1721,419,platinum,2021-08-08
1979,117,platinum,2020-04-14
1295,363,standart,2021-09-18
1078,662,platinum,2021-01-14
1646,797,gold,2021-07-30
1583,927,standart,2020-06-11
1213,246,platinum,2020-03-11
1109,646,standart,2020-05-30
1624,513,platinum,2020-11-20
1443,350,gold,2021-03-18
1252,39,standart,2020-01-31
1711,136,platinum,2021-08-30
1287,631,gold,2021-03-24
1237,698,gold,2021-07-03
1434,517,standart,2021-07-29
1690,601,gold,2021-05-16
1148,208,gold,2020-06-11
1095,588,gold,2019-12-23
1105,741,standart,2020-02-01
1686,177,standart,2021-08-16
1106,403,platinum,2020-10-04
1459,150,platinum,2020-04-17
1641,606,platinum,2020-01-10
1006,208,gold,2021-04-04
1335,37,gold,2020-11-03
1456,973,platinum,2020-05-20
1274,256,standart,2020-12-23
1831,89,platinum,2021-03-30
1388,517,gold,2021-11-19
1631,154,gold,2020-08-30
1119,329,platinum,2020-10-28
1596,762,gold,2021-11-05
1432,806,gold,2021-06-18
1846,183,platinum,2021-07-28
1543,991,platinum,2020-08-25
1169,979,platinum,2020-08-24
1530,349,standart,2021-07-27
1895,246,standart,2021-01-24
1535,998,gold,2021-08-01
1556,217,standart,2021-01-06
1283,935,platinum,2020-07-06
1757,49,platinum,2020-06-21
1955,714,standart,2021-10-20
1707,532,standart,2021-04-01
1201,61,gold,2021-11-29
1478,316,platinum,2020-03-01
1554,386,gold,2021-10-12
1139,839,gold,2021-09-22
1569,92,standart,2020-04-30
1174,381,gold,2021-02-19
1812,895,gold,2021-02-25
1747,875,standart,2020-10-17
1196,433,platinum,2020-07-16
1781,591,platinum,2021-09-08
1587,674,gold,2020-01-27
1585,74,gold,2021-10-31
1225,619,standart,2021-04-24
1607,302,standart,2021-02-21
1075,243,platinum,2021-02-28
1703,349,platinum,2021-08-26
1643,736,standart,2021-04-09
1381,590,platinum,2020-07-02
1344,296,gold,2021-02-04
1851,885,gold,2021-05-18
1795,924,platinum,2021-05-09
1239,405,standart,2020-03-27
1980,302,platinum,2021-08-20
1817,369,gold,2020-06-09
1135,438,platinum,2021-10-19
1573,308,platinum,2021-07-25
1822,769,standart,2021-10-25
1662,245,standart,2021-06-04
1616,117,platinum,2021-09-30
1668,958,platinum,2020-05-17
1714,266,platinum,2021-02-22
1195,557,platinum,2021-12-19
1067,615,gold,2021-08-15
1516,509,platinum,2020-07-31
1990,382,standart,2020-02-19
1609,529,standart,2021-06-13
1670,230,platinum,2021-08-17
1805,651,platinum,2020-02-17
1991,705,platinum,2020-03-31
1709,694,gold,2021-08-01
1020,711,standart,2021-11-13
1943,587,standart,2021-09-01
1604,166,gold,2021-10-29
1857,926,gold,2021-02-21
1104,982,gold,2021-06-08
1230,824,platinum,2020-03-26
1342,821,standart,2020-01-23
1682,591,gold,2020-04-02
1881,456,platinum,2020-08-20
1247,988,platinum,2020-07-24
1748,435,gold,2020-01-09
1676,212,standart,2020-01-02
1592,101,standart,2020-04-03
1176,858,standart,2020-03-30
1291,395,standart,2020-09-14
1582,148,standart,2020-06-16
1408,446,standart,2021-10-04
1022,919,standart,2020-08-03
1364,287,standart,2020-07-25
1349,744,standart,2021-06-24
1758,442,platinum,2020-06-23
1694,282,gold,2020-10-27
1288,526,platinum,2021-11-24
1854,642,platinum,2020-10-24
1392,888,standart,2020-02-12
1657,214,standart,2020-11-20
1087,788,platinum,2021-04-04
1509,722,standart,2021-10-22
1801,682,gold,2020-02-18
1813,677,gold,2020-12-20
1674,253,gold,2021-07-22
1784,526,standart,2020-09-27
1959,521,standart,2021-02-14
1559,654,platinum,2020-06-05
1421,519,platinum,2020-08-21
1783,540,standart,2020-12-24
1810,757,platinum,2021-05-06
1982,611,platinum,2021-02-20
1876,676,gold,2020-12-26
1821,716,gold,2021-04-03
1442,108,standart,2021-03-21
1926,113,platinum,2020-12-05
1227,555,platinum,2020-02-26
1150,312,gold,2020-09-15
1010,643,gold,2020-02-10
1446,645,platinum,2020-08-25
1742,586,standart,2020-01-31
1412,960,standart,2020-01-09
1028,831,gold,2020-01-12
1749,394,platinum,2021-03-23
1044,196,standart,2020-01-03
1395,899,standart,2020-05-27
1941,554,gold,2020-01-20
1487,43,platinum,2019-12-29
1751,693,standart,2021-03-01
1537,196,gold,2020-09-03
1523,383,standart,2020-05-26
1648,717,standart,2021-06-26
1083,529,gold,2021-04-11
1572,638,standart,2020-08-29
1918,945,platinum,2020-04-08
1258,251,platinum,2021-08-05
1664,662,gold,2020-09-21
1860,871,standart,2020-10-25
1836,679,gold,2020-04-12
1999,157,platinum,2020-11-13
1669,756,platinum,2020-09-26
1512,781,standart,2020-03-23
1755,714,gold,2020-04-24
1245,511,gold,2021-08-19
1904,317,standart,2020-05-08
1524,613,standart,2020-05-28
1270,143,standart,2020-01-08
1808,515,standart,2021-05-27
1414,307,gold,2021-08-15
1761,616,gold,2020-11-09
1064,961,standart,2021-04-27
1346,868,platinum,2021-02-20
1656,991,platinum,2020-10-31
1994,164,standart,2020-08-29
1995,825,standart,2021-08-23
1798,171,standart,2020-10-27
1824,567,platinum,2021-06-11
1471,707,standart,2020-09-24
1370,184,platinum,2021-05-02
1359,541,standart,2020-09-03
1125,866,standart,2021-06-12
1218,366,gold,2020-11-13
1343,837,standart,2020-04-21
1341,417,standart,2021-10-20
1750,459,platinum,2021-08-23
1546,111,platinum,2021-01-09
1089,356,gold,2021-12-16
1636,366,platinum,2021-01-06
1393,295,platinum,2020-10-23
1767,602,platinum,2021-02-26
1937,390,gold,2021-10-06
1827,995,standart,2021-10-24
1950,908,platinum,2021-01-19
1137,309,gold,2020-12-20
1025,608,platinum,2020-11-11
1447,685,standart,2021-11-21
1280,853,platinum,2020-08-25
1156,633,platinum,2020-05-15
1858,677,platinum,2021-11-17
1207,646,standart,2020-01-30
1671,536,platinum,2020-11-26
1332,542,gold,2020-02-06
1056,568,platinum,2021-09-18
1685,667,platinum,2020-08-23
1192,109,gold,2021-05-12
1590,795,standart,2021-05-16
1244,345,gold,2020-07-10
1852,204,platinum,2021-10-05
1985,337,gold,2020-06-06
1771,671,standart,2021-05-28
1905,480,platinum,2021-03-13
1035,886,gold,2020-10-24
1567,48,platinum,2020-06-12
1902,643,gold,2021-04-30
1015,650,gold,2020-06-27
1140,916,platinum,2021-09-08
1891,43,gold,2021-03-05
1216,660,gold,2021-08-02
1286,811,platinum,2020-08-17
1996,956,gold,2020-10-20
1292,48,standart,2021-10-11
1630,481,standart,2020-10-17
1159,291,standart,2020-05-01
1058,556,gold,2021-05-21
1151,476,gold,2020-01-18
1675,961,gold,2020-03-27
1429,223,platinum,2021-04-05
1739,635,platinum,2020-10-05
1163,945,standart,2020-09-26
1765,906,standart,2021-05-06
1796,352,standart,2020-08-17
1922,447,standart,2021-01-10
1869,943,standart,2020-12-12
1908,865,standart,2021-07-28
1337,797,gold,2020-12-22
1773,163,standart,2020-10-22
1339,474,gold,2021-03-01
1735,320,standart,2021-04-11
1235,174,platinum,2020-02-14
1919,347,standart,2020-08-07
1275,420,platinum,2021-08-12
1892,162,platinum,2021-02-25
1347,928,gold,2020-12-06
1663,881,standart,2020-03-20
1956,581,gold,2020-05-22
1782,956,gold,2020-09-30
1511,158,standart,2021-10-18
1375,598,standart,2021-05-30
1577,86,gold,2020-06-03
1016,498,standart,2021-01-21
1910,782,platinum,2020-02-01
1884,482,gold,2021-10-01
1789,714,standart,2021-05-26
1350,815,platinum,2021-09-06
1778,871,standart,2021-02-17
1444,996,standart,2020-03-07
1826,18,platinum,2020-03-31
1074,893,gold,2021-04-28
1924,166,gold,2021-02-03
1741,381,standart,2021-12-10
1284,311,standart,2020-07-17
1002,921,gold,2020-08-30
1679,844,standart,2020-04-16
1469,301,platinum,2021-02-28
1867,385,gold,2020-07-25
1416,286,platinum,2020-11-20
1803,124,standart,2021-04-02
1886,946,platinum,2021-01-22
1357,81,platinum,2020-12-03
1281,975,standart,2021-09-16
1268,391,standart,2020-01-09
1495,612,platinum,2021-10-13
1753,836,standart,2019-12-26
1815,431,gold,2020-09-29
1208,631,platinum,2021-05-01
1354,127,standart,2021-03-14
1115,812,gold,2021-03-09
1701,505,standart,2021-06-02
1200,317,standart,2021-11-23
1705,912,gold,2020-01-29
1576,586,gold,2020-12-24
1462,979,platinum,2020-11-10
1310,304,standart,2021-07-28
1779,460,gold,2020-01-26
1378,766,platinum,2021-01-01
1894,978,platinum,2020-10-01
1085,402,standart,2020-07-20
1600,202,standart,2020-04-18
1311,316,platinum,2020-06-19
1490,477,platinum,2020-01-10
1353,123,platinum,2020-07-11
1142,633,platinum,2021-08-08
1312,464,standart,2021-07-16
1746,598,platinum,2020-03-08
1776,517,standart,2020-09-18
1558,396,gold,2020-05-02
1963,115,platinum,2021-12-22
1634,426,standart,2020-06-15
1683,941,standart,2020-10-23
1660,415,platinum,2021-09-20
1017,120,gold,2021-04-08
1107,80,gold,2021-03-04
1212,656,platinum,2020-05-23
1970,255,platinum,2020-12-25
1620,655,standart,2020-07-11
1491,986,platinum,2020-02-22
1887,437,gold,2020-04-02
1754,418,gold,2021-08-24
1766,570,standart,2021-01-12
1816,414,gold,2020-04-26
1790,43,gold,2021-07-10
1968,354,platinum,2021-09-24
1792,543,standart,2020-08-02
1532,871,gold,2021-06-25
1160,214,platinum,2021-01-06
1282,431,standart,2020-08-14
1003,568,gold,2021-11-04
1323,675,platinum,2021-09-30
1069,758,platinum,2021-01-30
1506,979,platinum,2021-04-15
1485,341,gold,2021-07-24
1246,313,gold,2020-05-08
1097,632,standart,2020-10-19
1834,201,standart,2020-08-22
1575,260,standart,2020-12-15
1725,642,platinum,2021-08-23
1171,712,standart,2021-09-26
1581,720,gold,2020-06-04
1930,900,platinum,2021-01-04
1866,566,standart,2020-11-03
1584,547,standart,2021-04-12
1606,633,standart,2021-09-13
1248,605,standart,2020-07-08
1326,435,standart,2021-09-17
1289,954,gold,2021-11-24
1149,486,platinum,2020-04-03
1986,601,platinum,2020-03-25
1321,654,gold,2020-02-20
1563,676,standart,2020-03-28
1953,904,standart,2020-08-02
1034,607,gold,2019-12-28
1351,680,gold,2021-05-12
1549,320,platinum,2021-03-19
1304,597,platinum,2020-11-29
1666,427,standart,2021-10-23
1933,398,standart,2021-01-17
1116,951,platinum,2021-03-12
1076,243,gold,2021-04-17
1145,679,gold,2021-01-11
1328,788,platinum,2021-07-13
1883,287,gold,2021-03-10
1000,157,gold,2021-11-06
1266,648,platinum,2020-12-26
1220,238,platinum,2021-10-28
1540,854,platinum,2021-06-03
1038,148,gold,2020-07-28
1170,6,gold,2021-07-17
1983,500,standart,2021-12-06
1598,106,standart,2021-04-05
1338,510,platinum,2020-11-12
1406,536,standart,2020-09-26
1057,873,platinum,2020-11-19
1146,756,gold,2020-04-03
1361,199,standart,2021-07-13
1099,814,gold,2021-06-12
1696,214,platinum,2020-11-29
1568,12,standart,2021-11-09
1650,786,standart,2021-10-02
1716,813,standart,2020-06-02
1340,920,gold,2020-06-06
1793,332,standart,2020-06-30
1401,717,standart,2021-08-22
1419,779,standart,2021-07-19
1450,3,platinum,2021-09-28
1279,541,gold,2021-06-20
1449,425,standart,2021-06-14
1997,258,gold,2020-07-09
1094,997,standart,2021-09-23
1260,241,platinum,2020-05-20
1300,78,gold,2020-03-14
1257,348,gold,2020-04-14
1914,844,gold,2021-10-03
1108,505,platinum,2020-09-15
1786,200,gold,2020-02-01
1722,642,standart,2021-03-05
1385,265,gold,2020-06-16
1772,755,platinum,2020-06-25
1436,14,standart,2021-04-29
1433,657,gold,2021-02-02
1309,667,platinum,2021-03-25
1182,663,gold,2020-08-20
1752,664,gold,2021-04-21
1431,244,standart,2020-08-20
1640,889,gold,2021-03-22
1745,368,gold,2020-11-17
1063,732,platinum,2020-09-06
1475,924,standart,2020-03-26
1111,691,standart,2021-03-30
1695,77,standart,2020-08-30
1441,635,standart,2021-01-12
1005,695,standart,2021-03-22
1054,515,standart,2020-09-12
1262,724,gold,2020-07-06
1098,975,gold,2020-10-10
1917,877,platinum,2020-12-06
1373,909,standart,2021-11-02
1271,685,standart,2021-08-19
1302,370,platinum,2021-05-18
1380,702,platinum,2020-04-20
1667,840,gold,2021-07-18
1305,676,standart,2021-12-15
1856,431,platinum,2021-03-22
1049,48,gold,2020-01-18
1120,770,standart,2021-07-09
1915,760,standart,2020-12-07
1154,959,standart,2020-11-29
1897,662,platinum,2020-10-11
1029,490,gold,2020-04-06
1285,999,gold,2020-09-01
1658,278,standart,2021-11-17
1877,674,gold,2020-01-02
1639,653,standart,2020-03-28
1693,189,gold,2020-06-19
1719,29,gold,2021-01-08
1843,392,platinum,2021-03-26
1728,281,platinum,2020-02-09
1672,644,standart,2021-06-02
1423,82,standart,2021-08-08
1713,352,gold,2021-10-26
1158,149,gold,2020-01-16
1161,948,standart,2021-03-18
1080,810,standart,2020-04-20
1155,955,platinum,2021-08-04
1073,386,platinum,2021-04-01
1440,662,platinum,2021-06-03
1844,786,gold,2020-07-24
1989,593,gold,2020-03-26
1552,588,platinum,2021-11-11
1019,4,standart,2020-06-28
1787,205,standart,2021-05-24
1913,786,gold,2020-03-14
1588,633,platinum,2021-09-13
1539,295,gold,2021-11-20
1189,528,gold,2021-02-20
1405,579,standart,2021-01-09
1209,627,gold,2021-01-07
1517,549,standart,2021-11-18
1023,506,standart,2020-08-17
1428,711,platinum,2020-03-10
1267,48,standart,2021-10-29
1665,946,standart,2021-05-18
1961,85,standart,2020-02-22
1215,144,gold,2020-09-21
1147,92,platinum,2020-04-07
1608,816,standart,2021-04-08
1628,445,gold,2021-05-13
1172,464,platinum,2020-09-04
1708,628,gold,2021-11-13
1394,175,standart,2020-02-16
1091,301,platinum,2021-10-28
1494,821,platinum,2021-05-08
1875,21,standart,2021-10-24
1445,523,gold,2020-01-06
1623,468,platinum,2021-08-30
1259,813,standart,2020-04-20
1794,321,platinum,2020-02-04
1358,991,gold,2020-08-29
1718,744,standart,2021-09-24
1437,259,standart,2020-06-18
1799,937,standart,2021-11-26
1219,7,platinum,2020-03-06
1410,86,gold,2020-09-09
1122,325,platinum,2020-04-06
1545,213,gold,2020-07-13
1654,769,gold,2020-04-26
1233,197,gold,2020-02-25
1888,78,platinum,2020-08-23
1372,121,standart,2021-11-23
1165,241,standart,2020-05-07
1934,217,standart,2021-08-08
1613,907,gold,2019-12-24
1502,761,standart,2021-02-11
1807,516,gold,2021-07-30
1100,393,platinum,2021-02-26
1134,411,platinum,2020-09-26
1597,484,gold,2021-06-23
1780,134,platinum,2020-07-25
1797,754,gold,2020-12-29
1320,423,platinum,2021-06-19
1931,105,gold,2020-03-07
1935,551,platinum,2021-11-20
1763,475,platinum,2020-02-12
1426,362,gold,2020-10-01
1166,977,standart,2020-12-15
1743,729,gold,2021-07-07
1655,115,standart,2020-11-14
1484,550,platinum,2020-11-10
1422,826,platinum,2020-10-20
1847,990,standart,2021-11-04
1313,103,gold,2021-11-08
1333,970,standart,2021-03-15
1536,648,standart,2020-05-14
1901,885,gold,2020-04-12
1265,707,platinum,2021-07-23
1458,880,standart,2020-04-15
1480,920,standart,2021-03-09
1925,412,platinum,2020-01-13
1336,134,standart,2020-09-08
1954,384,platinum,2021-04-03
1629,685,standart,2020-05-26
1131,403,standart,2020-05-22
1872,234,standart,2020-04-22
1356,25,platinum,2020-02-16
1470,94,gold,2020-08-25
1727,780,platinum,2020-05-22
1730,603,gold,2020-12-16
1839,749,gold,2021-07-15
1896,518,gold,2020-05-22
1110,155,standart,2021-04-14
1633,379,platinum,2021-05-23
1678,866,standart,2020-12-04
1859,541,gold,2020-05-22
1070,680,gold,2021-01-23
1096,245,platinum,2020-08-04
1413,471,gold,2020-09-23
1466,709,platinum,2021-07-04
1929,617,platinum,2021-03-25
1828,170,platinum,2021-07-20
1197,155,standart,2020-09-19
1463,685,gold,2021-06-16
1046,311,platinum,2021-01-29
1837,205,standart,2020-01-01
1791,315,platinum,2020-07-05
1126,193,gold,2020-01-14
1068,575,platinum,2020-10-04
1542,183,standart,2021-05-08
1451,153,standart,2021-02-24
1133,78,standart,2020-05-22
1945,69,standart,2020-12-04
1243,62,platinum,2021-07-02
1481,211,platinum,2020-03-12
1255,827,gold,2020-10-14
1659,925,standart,2021-04-25
1379,48,platinum,2021-09-06
1452,157,standart,2020-07-18
1101,401,platinum,2021-06-07
1041,232,standart,2020-05-18
1621,331,gold,2020-04-06
1618,229,gold,2020-06-26
1529,480,standart,2020-10-20
1684,188,standart,2021-04-24
1764,175,platinum,2021-07-26
1652,951,gold,2020-01-25
1853,953,gold,2020-03-06
1551,474,standart,2020-05-11
1595,885,platinum,2020-08-22
1066,607,platinum,2020-03-21
1729,661,gold,2020-03-03
1460,686,gold,2020-06-28
1579,809,standart,2020-09-21
1637,265,gold,2021-09-10
1486,813,platinum,2020-10-18
